55305.32052729
55305.32531419
55305.32287901
2.713896333426237106e+02 -4.105335555546916737e+01 2.713896958297118545e+02 -4.105332500017247810e+01 2.713896333426237106e+02 -4.105336944451555325e+01 1.695400047302246094e+01 1.766500091552734375e+01 1.720800018310546875e+01 5.700000002980232239e-02 4.399999976158142090e-02 1.480000019073486328e-01 -7.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 3.420000076293945312e+00 3.907000064849853516e+00 3.154000043869018555e+00 1.225000023841857910e+00 1.416000008583068848e+00 1.529000043869018555e+00 1.098000049591064453e+00 1.343999981880187988e+00 1.254999995231628418e+00 2.440000027418136597e-01 3.339999914169311523e-01 3.889999985694885254e-01 1.170329971313476562e+02 -5.924300003051757812e+01 -3.737300109863281250e+01
2.713620916660875082e+02 -4.104236944404740939e+01 2.713621416641399264e+02 -4.104232777853806624e+01 2.713620916660875082e+02 -4.104238333379228720e+01 1.707200050354003906e+01 1.740699958801269531e+01 1.636700057983398438e+01 6.300000101327896118e-02 3.500000014901161194e-02 7.100000232458114624e-02 -7.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 3.203000068664550781e+00 4.165999889373779297e+00 2.911000013351440430e+00 3.401000022888183594e+00 2.466000080108642578e+00 3.559000015258789062e+00 1.419999957084655762e+00 1.335000038146972656e+00 1.118000030517578125e+00 3.819999992847442627e-01 4.059999883174896240e-01 1.190000027418136597e-01 -6.245899963378906250e+01 1.120999984741210938e+02 1.098870010375976562e+02
2.713735208380967379e+02 -4.104691388842960009e+01 2.713735666731372476e+02 -4.104686666664977679e+01 2.713735208380967379e+02 -4.104696944461514363e+01 1.633200073242187500e+01 1.665999984741210938e+01 1.584000015258789062e+01 3.299999982118606567e-02 1.899999938905239105e-02 4.500000178813934326e-02 -7.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 5.347000122070312500e+00 7.946000099182128906e+00 3.200999975204467773e+00 3.809000015258789062e+00 4.011000156402587891e+00 2.197999954223632812e+00 1.909999966621398926e+00 2.236999988555908203e+00 1.284000039100646973e+00 4.779999852180480957e-01 4.629999995231628418e-01 4.259999990463256836e-01 1.115350036621093750e+02 1.171279983520507812e+02 1.169779968261718750e+02
2.713463874999433756e+02 -4.103598611115788231e+01 2.713464041659608483e+02 -4.103597222211149642e+01 2.713463708339259028e+02 -4.103606388893288681e+01 1.678599929809570312e+01 1.694499969482421875e+01 1.613500022888183594e+01 4.899999871850013733e-02 2.400000020861625671e-02 5.799999833106994629e-02 -7.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 4.181000232696533203e+00 6.737999916076660156e+00 5.462999820709228516e+00 2.282000064849853516e+00 2.782999992370605469e+00 3.658999919891357422e+00 1.603000044822692871e+00 2.492000102996826172e+00 1.929999947547912598e+00 4.699999988079071045e-01 6.330000162124633789e-01 2.489999979734420776e-01 1.109860000610351562e+02 1.141859970092773438e+02 1.018590011596679688e+02
2.713164208340458572e+02 -4.102398055565232937e+01 2.713164375000633299e+02 -4.102394166688124244e+01 2.713164208340458572e+02 -4.102399722213546340e+01 1.674900054931640625e+01 1.733300018310546875e+01 1.665399932861328125e+01 4.699999839067459106e-02 3.299999982118606567e-02 9.200000017881393433e-02 -7.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 3.059999942779541016e+00 3.565000057220458984e+00 2.572000026702880859e+00 2.759000062942504883e+00 1.483000040054321289e+00 1.029000043869018555e+00 1.202999949455261230e+00 1.348999977111816406e+00 9.555000066757202148e-01 2.060000002384185791e-01 3.019999861717224121e-01 1.289999932050704956e-01 1.146480026245117188e+02 -6.070100021362304688e+01 -5.763700103759765625e+01
2.715467624980956316e+02 -4.111584722287953042e+01 2.715467624980956316e+02 -4.111580000109970712e+01 2.715466958340257406e+02 -4.111581944525241994e+01 1.694599914550781250e+01 1.804100036621093750e+01 1.665299987792968750e+01 5.700000002980232239e-02 5.799999833106994629e-02 9.200000017881393433e-02 -7.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 3.612999916076660156e+00 2.838000059127807617e+00 2.947000026702880859e+00 1.723999977111816406e+00 2.858999967575073242e+00 2.089999914169311523e+00 1.445999979972839355e+00 1.274000048637390137e+00 1.034999966621398926e+00 1.560000032186508179e-01 2.179999947547912598e-01 1.080000028014183044e-01 1.104789962768554688e+02 -5.595100021362304688e+01 9.644400024414062500e+01
2.715778000010177493e+02 -4.112807777846852986e+01 2.715777666619978845e+02 -4.112802222228298632e+01 2.715777166709303856e+02 -4.112806388872365204e+01 1.729999923706054688e+01 1.815600013732910156e+01 1.648600006103515625e+01 7.699999958276748657e-02 6.400000303983688354e-02 7.900000363588333130e-02 1.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 4.886000156402587891e+00 5.073999881744384766e+00 3.732000112533569336e+00 3.423000097274780273e+00 3.778000116348266602e+00 3.732000112533569336e+00 1.998000025749206543e+00 2.016000032424926758e+00 2.385999917984008789e+00 1.920000016689300537e-01 2.870000004768371582e-01 9.000000357627868652e-02 -3.291400146484375000e+01 -1.640299987792968750e+01 2.712800025939941406e+01
2.712953458342235535e+02 -4.101548055559396744e+01 2.712954083317890763e+02 -4.101550833415240049e+01 2.712953291647136211e+02 -4.101555555593222380e+01 1.539099979400634766e+01 1.558100032806396484e+01 1.451599979400634766e+01 1.499999966472387314e-02 9.999999776482582092e-03 1.400000043213367462e-02 -7.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 6.335999965667724609e+00 5.658999919891357422e+00 3.009999990463256836e+00 2.260999917984008789e+00 2.059999942779541016e+00 1.631999969482421875e+00 2.062000036239624023e+00 1.906000018119812012e+00 1.149000048637390137e+00 6.690000295639038086e-01 4.900000095367431641e-01 3.689999878406524658e-01 -6.155699920654296875e+01 -5.198699951171875000e+01 -5.423199844360351562e+01
2.713070166669785976e+02 -4.102019444440180962e+01 2.713070166669785976e+02 -4.102014722215632503e+01 2.713069833314511925e+02 -4.102018611116024260e+01 1.631100082397460938e+01 1.687299919128417969e+01 1.611700057983398438e+01 3.200000151991844177e-02 2.199999988079071045e-02 5.700000002980232239e-02 -7.000000000000000000e+00 -7.000000000000000000e+00 -7.000000000000000000e+00 3.321000099182128906e+00 3.736000061035156250e+00 3.615999937057495117e+00 2.153000116348266602e+00 2.059999942779541016e+00 3.490000009536743164e+00 1.240000009536743164e+00 1.521000027656555176e+00 1.327999949455261230e+00 1.940000057220458984e-01 2.220000028610229492e-01 2.109999954700469971e-01 -4.401399993896484375e+01 -6.172200012207031250e+01 9.836000061035156250e+01
2.713949208287522197e+02 -4.105523888925090148e+01 2.713949208287522197e+02 -4.105521666696294858e+01 2.713949208287522197e+02 -4.105522499997168495e+01 1.696899986267089844e+01 1.758499908447265625e+01 1.701399993896484375e+01 5.799999833106994629e-02 4.100000113248825073e-02 1.260000020265579224e-01 1.000000000000000000e+00 -7.000000000000000000e+00 -1.000000000000000000e+00 4.140999794006347656e+00 4.671999931335449219e+00 3.273000001907348633e+00 1.878000020980834961e+00 2.966000080108642578e+00 2.875000000000000000e+00 1.608000040054321289e+00 1.730999946594238281e+00 1.368999958038330078e+00 1.319999992847442627e-01 2.730000019073486328e-01 2.230000048875808716e-01 -5.722999954223632812e+01 -5.544400024414062500e+01 -4.071200180053710938e+01
